GameID,Genre
Tony Hawk's Pro Skater 2 | DC,Action
Toy Commander | DC,Action
Trickstyle | DC,Action
Triggerheart Exelica | DC,Action
Trizeal | DC,Action
Twinkle Star Sprites | DC,Action
The Typing of the Dead | DC,Action
Ultimate Fighting Championship | DC,Action
Undercover AD2025 Kei | DC,Action
Under Defeat | DC,Action
Under Defeat (Genteiban) | DC,Action
Unreal Tournament | DC,Action
Urban Chaos | DC,Action
Vampire Chronicle for Matching Service | DC,Action
Vectoroids | DC,Action
Virtua Cop 2 | DC,Action
Virtua Fighter 3tb | DC,Action
V?lgarr the Viking | DC,Action
Who Wants to Beat Up a Millionaire | DC,Action
Wild Metal Country | DC,Action
Williams Arcade Classics | DC,Action
Wind and Water: Puzzle Battles | DC,Action
WWF Attitude | DC,Action
Zero Gunner 2 | DC,Action
Zombie Revenge | DC,Action
16t | GEN,Action
3 Ninjas Kick Back | GEN,Action
Aa Harimanada | GEN,Action
Action 52 | GEN,Action
The Addams Family | GEN,Action
Addams Family Values | GEN,Action
A Dinosaur's Tale | GEN,Action
The Adventures of Batman & Robin | GEN,Action
The Adventures of Mighty Max | GEN,Action
The Adventures of Rocky and Bullwinkle and Friends | GEN,Action
Adventures of Yogi Bear | GEN,Action
Aero the Acro-Bat | GEN,Action
Aero the Acro-Bat 2 | GEN,Action
After Burner II | GEN,Action
Air Buster | GEN,Action
Air Diver | GEN,Action
Alex Kidd in the Enchanted Castle | GEN,Action
Alien? | GEN,Action
Alien Soldier | GEN,Action
Alien Storm | GEN,Action
Alisia Dragoon | GEN,Action
Altered Beast | GEN,Action
American Gladiators | GEN,Action
Animaniacs | GEN,Action
Arcus Odyssey | GEN,Action
Arrow Flash | GEN,Action
Art of Fighting | GEN,Action
Astérix and the Great Rescue | GEN,Action
Astérix and the Power of the Gods | GEN,Action
Atomic Robo-Kid | GEN,Action
Awesome Possum Kicks Dr. Machino's Butt | GEN,Action
Awogue | GEN,Action
Ayrton Senna's Super Monaco GP II | GEN,Action
Back to the Future Part III | GEN,Action
Ball Jacks | GEN,Action
Ballz 3D: Fighting at its Ballziest | GEN,Action
Barbie Super Model | GEN,Action
Batman Forever | GEN,Action
Batman: Return of the Joker | GEN,Action
Batman Returns | GEN,Action
Batman: The Video Game | GEN,Action
Battle Frenzy | GEN,Action
Battle Mania Daiginj? | GEN,Action
Battle Master | GEN,Action
Battle Squadron | GEN,Action
BattleTech: A Game of Armored Combat | GEN,Action
Battletoads | GEN,Action
Battletoads / Double Dragon | GEN,Action
Beast Wrestler | GEN,Action
The Berenstain Bears' Camping Adventure | GEN,Action
Beyond Oasis | GEN,Action
Bible Adventures | GEN,Action
Bimini Run | GEN,Action
Bio Hazard Battle | GEN,Action
Bio-Ship Paladin | GEN,Action
Bish?jo Senshi Sailor Moon | GEN,Action
Blades of Vengeance | GEN,Action
Blaster Master 2 | GEN,Action
B.O.B. | GEN,Action
Body Count | GEN,Action
Bonanza Bros. | GEN,Action
Boogerman: A Pick and Flick Adventure | GEN,Action
Bram Stoker's Dracula | GEN,Action
Brutal: Paws of Fury | GEN,Action
Bubba 'N' Stix | GEN,Action
Bubble and Squeak | GEN,Action
Bubsy II | GEN,Action
Bubsy in: Claws Encounters of the Furred Kind | GEN,Action
Bugs Bunny in Double Trouble | GEN,Action
Burning Force | GEN,Action
Cadash | GEN,Action
Caliber.50 | GEN,Action
Cannon Fodder | GEN,Action
Captain America and the Avengers | GEN,Action
Captain Planet and the Planeteers | GEN,Action
Castle of Illusion starring Mickey Mouse | GEN,Action
Castlevania Bloodlines | GEN,Action
Chakan | GEN,Action
Chase H.Q. II | GEN,Action
Cheese Cat-Astrophe starring Speedy Gonzales | GEN,Action
